,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,cluster
9862,Starbucks,18641-193904,Summer Mall,Licensed,"Jalan Dato Mohd Musa, G25,G25,G27,G98&G9, G25,G25,G27,G98&G99",Kota Samarahan,13,MY,93350,,GMT+08:00 Asia/Kuala_Lumpur,110.43,1.46,4
9863,Starbucks,17883-176424,Plaza Merdeka,Licensed,"Plaza Merdeka,88 Jalan Pearl, Lot G-46, Ground Floor",Kuching,13,MY,93000,082-239785,GMT+08:00 Asia/Kuala_Lumpur,110.34,1.56,4
9864,Starbucks,32256-108271,Starbucks The Spring,Licensed,"Lot 7196, Section 64, Kuching Town Land, Lot G10 First Floor",Kuching,13,MY,93350,082-247687,GMT+08:00 Asia/Kuala_Lumpur,110.36,1.54,4
9865,Starbucks,3082-137817,Precint 88,Licensed,"Precint 88, Jalan Song, Unit G1 & F1, Ground & First Floor",Kuching,13,MY,93350,082-367913,GMT+08:00 Asia/Kuala_Lumpur,110.36,1.52,4
9866,Starbucks,31798-111244,Kuching International Airport,Licensed,"Jalan Lapangan Terbang, Lot L2L 08 & 09, Level 3 Public Concours",Kuching,13,MY,93722,082-625919,GMT+08:00 Asia/Kuala_Lumpur,110.34,1.49,4
9867,Starbucks,1899-139886,Miri Airport,Licensed,"Lot No GL14, Public Concourse, Ground Level",Miri,13,MY,98000,085-616450,GMT+08:00 Asia/Kuala_Lumpur,113.99,4.33,2
9868,Starbucks,19720-201166,Imperial City Mall,Licensed,"Jalan Merpati, Ground Floor",Miri,13,MY,98000,,GMT+08:00 Asia/Kuala_Lumpur,113.99,4.4,2
9869,Starbucks,32762-137815,Bintang Plaza Miri,Licensed,"Jalan Bintang, Lot G47 & G39A, Ground Floor",Miri,13,MY,98000,085-435650,GMT+08:00 Asia/Kuala_Lumpur,113.99,4.4,2
9870,Starbucks,47500-258465,Marina Parkcity DT,Licensed,"No. 1, Block 9, Miri Concession Land District",Miri Sarawak,13,MY,98000,,GMT+08:00 Asia/Kuala_Lumpur,114.03,4.29,2
9871,Starbucks,26909-228505,Vivacity Megamall,Licensed,"NA, Na",,13,MY,,82263673,GMT+08:00 Asia/Kuala_Lumpur,110.36,1.53,4
9872,Starbucks,47946-260564,Sibu Pedada,Licensed,"Lot 3047 Block 3, Sibu Town District, Jalan Pedada",Sibu,13,MY,96000,,GMT+08:00 Asia/Kuala_Lumpur,111.85,2.31,4
9873,Starbucks,31426-107047,Jusco Cheras Selatan,Licensed,"Lebuh Tun Hussein Onn, Lot G31",Balakong,14,MY,43200,03-90816795,GMT+08:00 Asia/Kuala_Lumpur,101.76,3.03,1
9874,Starbucks,33916-30520,Jusco Maluri,Licensed,"Jalan Jejaka, Lot G12, Ground Floor",Cheras,14,MY,55100,03-92026376,GMT+08:00 Asia/Kuala_Lumpur,101.73,3.13,1
9875,Starbucks,25155-237965,MBC Tower,Licensed,"11, Jalan Raja Laut, Ground Floor",KL,14,MY,50100,,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.16,1
9876,Starbucks,31233-244104,Pantai Medical Centre (Closed),Licensed,"8, Jalan Bukit Pantai, Part of Ground Floor",Kuala Lumpur,14,MY,59100,03-22015008,GMT+08:00 Asia/Kuala_Lumpur,101.67,3.12,1
9877,Starbucks,28994-252012,TREC,Licensed,"E-G-15 & E-A-15, Ground Floor, Electric Boulevard, TREC",Kuala Lumpur,14,MY,50450,,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.15,1
9878,Starbucks,49999-272228,Publika,Licensed,"Lot 42, G2, Publika Shopping Gallery, No. 1, Jln Dutamas 1, Solaris Dutamas",Kuala Lumpur,14,MY,50480,,GMT+08:00 Asia/Kuala_Lumpur,101.67,3.17,1
9879,Starbucks,24275-236921,Menara Binjai,Licensed,"No.2, Jalan Binjai, G-02",Kuala Lumpur,14,MY,50450,,GMT+08:00 Asia/Kuala_Lumpur,101.72,3.16,1
9880,Starbucks,25308-240184,Mid Valley 2,Licensed,"T-073, Third Floor, Mid Valley Megamall, Lingkaran Syed Putra",Kuala Lumpur,14,MY,59200,,GMT+08:00 Asia/Kuala_Lumpur,103.73,1.47,3
9881,Starbucks,33928-80641,Plaza Berjaya,Licensed,"No. 12, Jalan Imbi, Kiosk 1, Ground Floor",Kuala Lumpur,14,MY,55100,03-21102858,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.14,1
9882,Starbucks,18461-186352,Cheras Sentral,Licensed,"Lot LG-16, 17 & 18, Low Ground Floor, Cheras Sentral",Kuala Lumpur,14,MY,56000,,GMT+08:00 Asia/Kuala_Lumpur,101.75,3.08,1
9883,Starbucks,32169-129284,Parkson Sungei Wang Plaza,Licensed,"No. 769, Jalan Bukit Bintang, C27 Concourse Level",Kuala Lumpur,14,MY,55100,03-21101858,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9884,Starbucks,21871-206347,Quill City Mall,Licensed,Jalan Sultan Ismail,Kuala Lumpur,14,MY,50250,,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.16,1
9885,Starbucks,29500-253992,Ansa,Licensed,"Lot G.03, Ground Floor, 101, Jalan Bukit Bintang",Kuala Lumpur,14,MY,,321130015,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.15,1
9886,Starbucks,15422-161324,Desa Sri Hartamas,Licensed,"No. 22, Jalan 25/70A, Desa Sri Hartamas, Ground Floor",Kuala Lumpur,14,MY,59400,03-62115009,GMT+08:00 Asia/Kuala_Lumpur,101.65,3.16,1
9887,Starbucks,33938-93481,Berjaya Times Square 1,Licensed,"Berjaya Times Square, No.1, Jalan Imbi, Lot No. G-09A, Ground Floor",Kuala Lumpur,14,MY,55100,03-21100221,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.14,1
9888,Starbucks,16850-176227,TTDI,Licensed,"No. 20-G, Jalan Tun Mohd Fuad 1, A & B, Taman Tun Dr Ismail",Kuala Lumpur,14,MY,60000,03-77334557,GMT+08:00 Asia/Kuala_Lumpur,101.63,3.14,1
9889,Starbucks,33927-76364,Great Eastern Mall,Licensed,"No. 303, Jalan Ampang, Lot 13 & 14, Ground Floor",Kuala Lumpur,14,MY,50450,03-42576842,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.16,1
9890,Starbucks,21707-214566,Taman Connaught,Licensed,"2, Jalan Menara Gading 1, Ground Floor, Taman Connaught",Kuala Lumpur,14,MY,56000,,GMT+08:00 Asia/Kuala_Lumpur,101.73,3.08,1
9891,Starbucks,33945-94400,33945,Licensed,"No 7 Jalan 1/77, Off Jalan Bukit Bintang, G-28, Ground Floor",Kuala Lumpur,14,MY,55100,03-21101183,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.14,1
9892,Starbucks,18504-191664,Menara Olympia,Licensed,"No. 8, Jalan Raja Chulan, Level 1",Kuala Lumpur,14,MY,50200,03-20221185,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.15,1
9893,Starbucks,18456-156705,NU Sentral,Licensed,"No.201, Jalan Tun Sambathan, Lot 14&15 Concourse Floor",Kuala Lumpur,14,MY,,,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.13,1
9894,Starbucks,24624-238387,Sunway Velocity,Licensed,"Jalan Cheras, Cheras",Kuala Lumpur,14,MY,55100,,GMT+08:00 Asia/Kuala_Lumpur,101.72,3.13,1
9895,Starbucks,32540-136426,Menara Hap Seng,Licensed,"Jalan P. Ramlee, Suite G-09, Ground Floor",Kuala Lumpur,14,MY,50250,03-20222858,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9896,Starbucks,33959-98940,Plaza Damas,Licensed,"Jalan Sri Hartamas 1, Sri Hartamas, Lot P7-A, Ground Floor",Kuala Lumpur,14,MY,50480,328569024,GMT+08:00 Asia/Kuala_Lumpur,101.66,3.16,1
9897,Starbucks,9168-152125,Gleneagles,Licensed,"No. 286, Jalan Ampang, Ground Floor (Garden Area)",Kuala Lumpur,14,MY,50450,03-42665689,GMT+08:00 Asia/Kuala_Lumpur,101.73,3.16,1
9898,Starbucks,33962-99772,Kuala Lumpur,Licensed,"Kuala Lumpur Convention Centre, Lot C09, Concourse Floor",Kuala Lumpur,14,MY,50088,03-21812213,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9899,Starbucks,32113-216304,Capital Squar,Licensed,"No. 8, Jalan Munshi Abdullah, Lot G-2, Ground Floor",Kuala Lumpur,14,MY,50100,03-22027958,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.15,1
9900,Starbucks,33941-93902,IKANO Power Center,Licensed,"No. 2, Jalan PJU 7/2, Mutiara Damasara, Unit G22, Ground Floor",Kuala Lumpur,14,MY,47800,03-77106842,GMT+08:00 Asia/Kuala_Lumpur,101.61,3.16,1
9901,Starbucks,23674-218085,Menara TA One,Licensed,"Ground Floor, Menara TA One, 22 Jln P Ramlee",Kuala Lumpur,14,MY,50250,017603 6211,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.16,1
9902,Starbucks,33961-98564,Berjaya Time Square,Licensed,"No 1, Jalan Imbi, Lot No. 01-01-28, 1st Avenue, 1st Floor",Kuala Lumpur,14,MY,55100,03-21100386,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.14,1
9903,Starbucks,19120-178904,Club Nexu5,Licensed,"Club Nexu5, Bangsar South, Lot F&B 01, Ground Floor",Kuala Lumpur,14,MY,59200,,GMT+08:00 Asia/Kuala_Lumpur,101.68,3.13,1
9904,Starbucks,21868-213704,Teknology Park Malaysia DT,Licensed,"Jalan Teknologi Malaysia, Wisma Scope International, PT15084",Kuala Lumpur,14,MY,57000,,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.05,1
9905,Starbucks,20431-205551,Avenue K,Licensed,"156 Jalan Ampang, G-7, Ground Floor",Kuala Lumpur,14,MY,50450,,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.16,1
9906,Starbucks,48876-265646,Ampang DT,Licensed,"Lot 4258 & 4259, Jalan Ampang",Kuala Lumpur,14,MY,50450,,GMT+08:00 Asia/Kuala_Lumpur,101.44,3.09,1
9907,Starbucks,31519-108182,Bangsar Village 2,Licensed,"No. 2, Jalan Telawi Satu, Bangsar Baru, Lot No. 2F-11 & K1, 2nd Floor",Kuala Lumpur,14,MY,59100,03-22015338,GMT+08:00 Asia/Kuala_Lumpur,101.67,3.13,1
9908,Starbucks,33934-91182,AEON Alpha Angle,Licensed,"Jalan R1, Bandar Baru Wangsa Maju",Kuala Lumpur,14,MY,53300,03-41492842,GMT+08:00 Asia/Kuala_Lumpur,101.73,3.2,1
9909,Starbucks,14975-156707,VIVA Home,Licensed,"No. 85, Jalan Loke Yew, LG-28A, Lower Ground Floor",Kuala Lumpur,14,MY,55200,03-92027808,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.13,1
9910,Starbucks,33936-91763,Menara Maybank,Licensed,"No. 100, Jalan Tun Perak, Foyer Area, 1st Floor",Kuala Lumpur,14,MY,50050,03-20312858,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.15,1
9911,Starbucks,33908-13607,Plaza Mont' Kiara,Licensed,"No. 2, Jalan 1/70C, Mont' Kiara, Lot Suite B, OG-01-02",Kuala Lumpur,14,MY,50480,03-62112169,GMT+08:00 Asia/Kuala_Lumpur,101.62,3.14,1
9912,Starbucks,33905-12648,Mid Valley Megamall,Licensed,"Mid Valley City, Lot G-100, Ground Floor",Kuala Lumpur,14,MY,58000,03-22011223,GMT+08:00 Asia/Kuala_Lumpur,101.68,3.12,1
9913,Starbucks,33907-237935,Wisma UOA Damansara,Licensed,"Blok C-C1-C2, Level 1, Jalan Beringin, Pusat Bandar Damansara",Kuala Lumpur,14,MY,50490,03-20110959,GMT+08:00 Asia/Kuala_Lumpur,101.68,3.11,1
9914,Starbucks,17252-180646,Wisma HB,Licensed,"Megan Avenue II, 12, Jalan Yap Kwan Seng, A-0-1, Ground Floor, Block A",Kuala Lumpur,14,MY,50450,03-21813063,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.16,1
9915,Starbucks,31955-124344,Pavilion 2,Licensed,"168, Jalan Bukit Bintang, Lot No. 6.02.00, Level 6",Kuala Lumpur,14,MY,55100,03-21100258,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9916,Starbucks,32160-126464,Borders the Gardens,Licensed,"The  Gardens Mid Valley, Lot T-216-B, 3rd Floor",Kuala Lumpur,14,MY,59200,03-22013778,GMT+08:00 Asia/Kuala_Lumpur,101.68,3.12,1
9917,Starbucks,23233-228626,Kepong Village Mall,Licensed,"No.3, Jln 7A/62A, Bdr Menjalara, Lot G1 & G2, Ground Floor",Kuala Lumpur,14,MY,52200,,GMT+08:00 Asia/Kuala_Lumpur,101.63,3.19,1
9918,Starbucks,33911-22084,The Weld,Licensed,"No. 76, Jalan Raja Chulan, Lot G1",Kuala Lumpur,14,MY,50200,03-20220262,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9919,Starbucks,33921-212504,The Mall,Licensed,"No. 100, Jalan Putra, No. G40",Kuala Lumpur,14,MY,50350,03-40502738,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.17,1
9920,Starbucks,31956-114989,Pavillion Kuala Lumpur,Licensed,"168, Jalan Bukit Bintang, Lot C 3.08.00 & C3.09.00, Level 3",Kuala Lumpur,14,MY,55100,03-21100378,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9921,Starbucks,33944-94464,AEON Kepong,Licensed,"Jalan Kepong, Lot G36",Kuala Lumpur,14,MY,52100,03-62423828,GMT+08:00 Asia/Kuala_Lumpur,101.64,3.21,1
9922,Starbucks,18947-196928,Lot 10,Licensed,"50 Jalan Sultan Ismail, Lot H-20 Terrace, Lot 10 Shopping Centre",Kuala Lumpur,14,MY,50250,,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9923,Starbucks,33960-98399,Cheras Leisure Mal,Licensed,"Jalan Manis 6, Taman Segar, Lot L2-25, Level 2",Kuala Lumpur,14,MY,56100,03-91336191,GMT+08:00 Asia/Kuala_Lumpur,101.74,3.09,1
9924,Starbucks,18453-173544,Petronas Service Stat - Federal Hwy,Licensed,"KM 18.5, Federal Highway - KL Bound",Kuala Lumpur,14,MY,,,GMT+08:00 Asia/Kuala_Lumpur,101.58,3.08,1
9925,Starbucks,31753-110087,Pearl Point,Licensed,"Batu 5, Jalan Kelang Lama, Lot No. 1.0.26, Ground Floor",Kuala Lumpur,14,MY,58000,03-79722838,GMT+08:00 Asia/Kuala_Lumpur,101.67,3.09,1
9926,Starbucks,18780-195207,Scott Garden,Licensed,"Jalan Klang Lama, S-G-09",Kuala Lumpur,14,MY,58000,03-79800142,GMT+08:00 Asia/Kuala_Lumpur,101.68,3.1,1
9927,Starbucks,33912-12650,Kota Raya,Licensed,"Kota Raya Complex Jalan Tun Tan Cheng, Lock, Kiosk G1 Sidewalk Cafe",Kuala Lumpur,14,MY,50450,03-20220852,GMT+08:00 Asia/Kuala_Lumpur,101.7,3.15,1
9928,Starbucks,33929-242473,KLCC 1 (Closed),Licensed,"Kuala Lumpur City Centre, Lot G45A, Ground Floor",Kuala Lumpur,14,MY,,0,GMT+08:00 Asia/Kuala_Lumpur,101.72,3.16,1
9929,Starbucks,1910-139105,Aeon AU2,Licensed,"No. 3 Jalan 37/56 Taman setiawangsa, AU2 Bandar Baru Ampang Lot G48, AEON AU2",Kuala Lumpur,14,MY,54200,03-42661885,GMT+08:00 Asia/Kuala_Lumpur,101.75,3.18,1
9930,Starbucks,18713-194405,Bukit Bintang,Licensed,"Jalan Bukit Bintang, Ground Floor",Kuala Lumpur,14,MY,55100,03-21410199,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9931,Starbucks,33952-96324,Bangsar Village 1,Licensed,"Jalan Telawi 1, Bangsar Baru, Lot G7, Ground Floor",Kuala Lumpur,14,MY,59100,03-22013935,GMT+08:00 Asia/Kuala_Lumpur,101.67,3.13,1
9932,Starbucks,31981-114992,The Gardens Mid Valley,Licensed,"No. 1, Medan Syed Putra Utara, Lot S-226B, Second Floor",Kuala Lumpur,14,MY,59200,032283 3744,GMT+08:00 Asia/Kuala_Lumpur,101.68,3.12,1
9933,Starbucks,33924-75120,KL Sentral,Licensed,"KL Sentral, Arrival Hall, Unit 5",Kuala Lumpur,14,MY,50470,03-22746842,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.13,1
9934,Starbucks,21220-210284,SOHO KL,Licensed,"Solaris Mont Kiara, No.2, Jalan Solaris, Mont Kiara",Kuala Lumpur,14,MY,50480,,GMT+08:00 Asia/Kuala_Lumpur,101.66,3.18,1
9935,Starbucks,22141-218086,Wisma UOA,Licensed,"No.19, Jalan Pinang, 19-1-2, Ground Floor",Kuala Lumpur,14,MY,50450,,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.15,1
9936,Starbucks,33940-93879,KLCC 2,Licensed,"Kuala Lumpur City Centre, Lot 327 & K33B, 3rd Floor",Kuala Lumpur,14,MY,50088,03-21813037,GMT+08:00 Asia/Kuala_Lumpur,101.71,3.16,1
9937,Starbucks,7028-254567,Sooka Sentral (Closed),Licensed,"Jalan Stesen Sentral 5, G2B, Ground Floor",Kuala Lumpur Sentral,14,MY,50470,03-27807188,GMT+08:00 Asia/Kuala_Lumpur,101.69,3.13,1
9938,Starbucks,49170-267228,Labuan Airport,Licensed,"L1L06, Level 1, Landside, Labuan Airport, Jalan Tun Mustapha, Taman Sec Airport",Labuan,15,MY,87015,,GMT+000000 Asia/Kuching,115.26,5.3,2
9939,Starbucks,29788-255372,KSL Resort,Joint Venture,"32, Jalan Seladang, Taman Abad, Johor Bahru",Johor,16,MY,80250,,GMT+08:00 Asia/Kuala_Lumpur,103.76,1.48,3
9940,Starbucks,26648-244844,Komtar JBCC,Licensed,"Lot No.239, Second Floor, JBCC, Johor Bahru City Centre",Johor Bahru,16,MY,80000,,GMT+08:00 Asia/Kuala_Lumpur,103.76,1.46,3
9941,Starbucks,24880-197644,IOI City,Licensed,"Unit No. GE-2, Ground Floor,, IOI City Mall",Putrajaya,16,MY,62502,,GMT+08:00 Asia/Kuala_Lumpur,101.71,2.97,1
